Company,Type,Plan,Age,Rate
Humana Insurance Company,AA,C,71,2784
Humana Insurance Company,AA,C,72,2879
Humana Insurance Company,AA,C,73,2977
Humana Insurance Company,AA,C,74,3079
Humana Insurance Company,AA,C,75,3184
Humana Insurance Company,AA,C,76,3293
Humana Insurance Company,AA,C,77,3406
Humana Insurance Company,AA,C,78,3508
Humana Insurance Company,AA,C,79,3593
Humana Insurance Company,AA,C,80,3680
Humana Insurance Company,AA,C,81,3769
Humana Insurance Company,AA,C,82,3861
Humana Insurance Company,AA,C,83,3955
Humana Insurance Company,AA,C,84,4051
Humana Insurance Company,AA,C,85,4150
Humana Insurance Company,AA,C,86,4150
Humana Insurance Company,AA,C,87,4150
Humana Insurance Company,AA,C,88,4150
Humana Insurance Company,AA,C,89,4150
Humana Insurance Company,AA,C,90,4150
Humana Insurance Company,AA,C,91,4150
Humana Insurance Company,AA,C,92,4150
Humana Insurance Company,AA,C,93,4150
Humana Insurance Company,AA,C,94,4150
Humana Insurance Company,AA,C,95,4150
Humana Insurance Company,AA,C,96,4150
Humana Insurance Company,AA,C,97,4150
Humana Insurance Company,AA,C,98,4150
Humana Insurance Company,AA,C,99+,4150
Humana Insurance Company,AA,D,> 65,NA
Humana Insurance Company,AA,D,65,NA
Humana Insurance Company,AA,D,66,NA
Humana Insurance Company,AA,D,67,NA
Humana Insurance Company,AA,D,68,NA
Humana Insurance Company,AA,D,69,NA
Humana Insurance Company,AA,D,70,NA
Humana Insurance Company,AA,D,71,NA
Humana Insurance Company,AA,D,72,NA
Humana Insurance Company,AA,D,73,NA
Humana Insurance Company,AA,D,74,NA
Humana Insurance Company,AA,D,75,NA
Humana Insurance Company,AA,D,76,NA
Humana Insurance Company,AA,D,77,NA
Humana Insurance Company,AA,D,78,NA
Humana Insurance Company,AA,D,79,NA
Humana Insurance Company,AA,D,80,NA
Humana Insurance Company,AA,D,81,NA
Humana Insurance Company,AA,D,82,NA
Humana Insurance Company,AA,D,83,NA
Humana Insurance Company,AA,D,84,NA
Humana Insurance Company,AA,D,85,NA
Humana Insurance Company,AA,D,86,NA
Humana Insurance Company,AA,D,87,NA
Humana Insurance Company,AA,D,88,NA
Humana Insurance Company,AA,D,89,NA
Humana Insurance Company,AA,D,90,NA
Humana Insurance Company,AA,D,91,NA
Humana Insurance Company,AA,D,92,NA
Humana Insurance Company,AA,D,93,NA
Humana Insurance Company,AA,D,94,NA
Humana Insurance Company,AA,D,95,NA
Humana Insurance Company,AA,D,96,NA
Humana Insurance Company,AA,D,97,NA
Humana Insurance Company,AA,D,98,NA
Humana Insurance Company,AA,D,99+,NA
Humana Insurance Company,AA,F,> 65,5743
Humana Insurance Company,AA,F,65,2297
Humana Insurance Company,AA,F,66,2376
Humana Insurance Company,AA,F,67,2471
Humana Insurance Company,AA,F,68,2569
Humana Insurance Company,AA,F,69,2657
Humana Insurance Company,AA,F,70,2747
Humana Insurance Company,AA,F,71,2841
Humana Insurance Company,AA,F,72,2938
Humana Insurance Company,AA,F,73,3038
Humana Insurance Company,AA,F,74,3142
Humana Insurance Company,AA,F,75,3249
Humana Insurance Company,AA,F,76,3360
Humana Insurance Company,AA,F,77,3475
Humana Insurance Company,AA,F,78,3579
Humana Insurance Company,AA,F,79,3666
Humana Insurance Company,AA,F,80,3755
Humana Insurance Company,AA,F,81,3846
Humana Insurance Company,AA,F,82,3940
Humana Insurance Company,AA,F,83,4036
Humana Insurance Company,AA,F,84,4134
Humana Insurance Company,AA,F,85,4235
Humana Insurance Company,AA,F,86,4235
Humana Insurance Company,AA,F,87,4235
Humana Insurance Company,AA,F,88,4235
Humana Insurance Company,AA,F,89,4235
Humana Insurance Company,AA,F,90,4235
Humana Insurance Company,AA,F,91,4235
Humana Insurance Company,AA,F,92,4235
Humana Insurance Company,AA,F,93,4235
Humana Insurance Company,AA,F,94,4235
Humana Insurance Company,AA,F,95,4235
Humana Insurance Company,AA,F,96,4235
Humana Insurance Company,AA,F,97,4235
Humana Insurance Company,AA,F,98,4235
Humana Insurance Company,AA,F,99+,4235
Humana Insurance Company,AA,F HD,> 65,1330
Humana Insurance Company,AA,F HD,65,532
Humana Insurance Company,AA,F HD,66,550
Humana Insurance Company,AA,F HD,67,572
Humana Insurance Company,AA,F HD,68,595
Humana Insurance Company,AA,F HD,69,615
Humana Insurance Company,AA,F HD,70,636
Humana Insurance Company,AA,F HD,71,658
Humana Insurance Company,AA,F HD,72,680
Humana Insurance Company,AA,F HD,73,703
Humana Insurance Company,AA,F HD,74,728
Humana Insurance Company,AA,F HD,75,752
Humana Insurance Company,AA,F HD,76,778
Humana Insurance Company,AA,F HD,77,805
Humana Insurance Company,AA,F HD,78,829
Humana Insurance Company,AA,F HD,79,849
Humana Insurance Company,AA,F HD,80,870
Humana Insurance Company,AA,F HD,81,891
Humana Insurance Company,AA,F HD,82,912
Humana Insurance Company,AA,F HD,83,935
Humana Insurance Company,AA,F HD,84,957
Humana Insurance Company,AA,F HD,85,981
Humana Insurance Company,AA,F HD,86,981
Humana Insurance Company,AA,F HD,87,981
Humana Insurance Company,AA,F HD,88,981
Humana Insurance Company,AA,F HD,89,981
Humana Insurance Company,AA,F HD,90,981
Humana Insurance Company,AA,F HD,91,981
Humana Insurance Company,AA,F HD,92,981
Humana Insurance Company,AA,F HD,93,981
Humana Insurance Company,AA,F HD,94,981
Humana Insurance Company,AA,F HD,95,981
Humana Insurance Company,AA,F HD,96,981
Humana Insurance Company,AA,F HD,97,981
Humana Insurance Company,AA,F HD,98,981
Humana Insurance Company,AA,F HD,99+,981
Humana Insurance Company,AA,G HD,> 65,1259
Humana Insurance Company,AA,G HD,65,503
Humana Insurance Company,AA,G HD,66,521
Humana Insurance Company,AA,G HD,67,541
Humana Insurance Company,AA,G HD,68,563
Humana Insurance Company,AA,G HD,69,582
Humana Insurance Company,AA,G HD,70,602
Humana Insurance Company,AA,G HD,71,623
Humana Insurance Company,AA,G HD,72,644
Humana Insurance Company,AA,G HD,73,666
Humana Insurance Company,AA,G HD,74,688
Humana Insurance Company,AA,G HD,75,712
Humana Insurance Company,AA,G HD,76,736
Humana Insurance Company,AA,G HD,77,762
Humana Insurance Company,AA,G HD,78,784
Humana Insurance Company,AA,G HD,79,803
Humana Insurance Company,AA,G HD,80,823
Humana Insurance Company,AA,G HD,81,843
Humana Insurance Company,AA,G HD,82,863
Humana Insurance Company,AA,G HD,83,884
Humana Insurance Company,AA,G HD,84,906
Humana Insurance Company,AA,G HD,85,928
Humana Insurance Company,AA,G HD,86,928
Humana Insurance Company,AA,G HD,87,928
Humana Insurance Company,AA,G HD,88,928
Humana Insurance Company,AA,G HD,89,928
Humana Insurance Company,AA,G HD,90,928
Humana Insurance Company,AA,G HD,91,928
Humana Insurance Company,AA,G HD,92,928
Humana Insurance Company,AA,G HD,93,928
Humana Insurance Company,AA,G HD,94,928
Humana Insurance Company,AA,G HD,95,928
Humana Insurance Company,AA,G HD,96,928
Humana Insurance Company,AA,G HD,97,928
Humana Insurance Company,AA,G HD,98,928
Humana Insurance Company,AA,G HD,99+,928
Humana Insurance Company,AA,G,> 65,5303
Humana Insurance Company,AA,G,65,2121
Humana Insurance Company,AA,G,66,2193
Humana Insurance Company,AA,G,67,2281
Humana Insurance Company,AA,G,68,2372
Humana Insurance Company,AA,G,69,2453
Humana Insurance Company,AA,G,70,2536
Humana Insurance Company,AA,G,71,2623
Humana Insurance Company,AA,G,72,2712
Humana Insurance Company,AA,G,73,2805
Humana Insurance Company,AA,G,74,2901
Humana Insurance Company,AA,G,75,3000
Humana Insurance Company,AA,G,76,3102
Humana Insurance Company,AA,G,77,3208
Humana Insurance Company,AA,G,78,3305
Humana Insurance Company,AA,G,79,3385
Humana Insurance Company,AA,G,80,3467
Humana Insurance Company,AA,G,81,3551
Humana Insurance Company,AA,G,82,3637
Humana Insurance Company,AA,G,83,3726
Humana Insurance Company,AA,G,84,3817
Humana Insurance Company,AA,G,85,3910
Humana Insurance Company,AA,G,86,3910
Humana Insurance Company,AA,G,87,3910
Humana Insurance Company,AA,G,88,3910
Humana Insurance Company,AA,G,89,3910
Humana Insurance Company,AA,G,90,3910
Humana Insurance Company,AA,G,91,3910
Humana Insurance Company,AA,G,92,3910
Humana Insurance Company,AA,G,93,3910
Humana Insurance Company,AA,G,94,3910
Humana Insurance Company,AA,G,95,3910
Humana Insurance Company,AA,G,96,3910
Humana Insurance Company,AA,G,97,3910
Humana Insurance Company,AA,G,98,3910
Humana Insurance Company,AA,G,99+,3910
Humana Insurance Company,AA,K,> 65,2327
Humana Insurance Company,AA,K,65,931
Humana Insurance Company,AA,K,66,962
Humana Insurance Company,AA,K,67,1001
Humana Insurance Company,AA,K,68,1041
Humana Insurance Company,AA,K,69,1076
Humana Insurance Company,AA,K,70,1113
Humana Insurance Company,AA,K,71,1151
Humana Insurance Company,AA,K,72,1190
Humana Insurance Company,AA,K,73,1231
Humana Insurance Company,AA,K,74,1273
Humana Insurance Company,AA,K,75,1316
Humana Insurance Company,AA,K,76,1361
Humana Insurance Company,AA,K,77,1408
Humana Insurance Company,AA,K,78,1450
Humana Insurance Company,AA,K,79,1485
Humana Insurance Company,AA,K,80,1521
Humana Insurance Company,AA,K,81,1558
Humana Insurance Company,AA,K,82,1596
Humana Insurance Company,AA,K,83,1635
Humana Insurance Company,AA,K,84,1675
Humana Insurance Company,AA,K,85,1715
Humana Insurance Company,AA,K,86,1715
Humana Insurance Company,AA,K,87,1715
Humana Insurance Company,AA,K,88,1715
Humana Insurance Company,AA,K,89,1715
Humana Insurance Company,AA,K,90,1715
Humana Insurance Company,AA,K,91,1715
Humana Insurance Company,AA,K,92,1715
Humana Insurance Company,AA,K,93,1715
Humana Insurance Company,AA,K,94,1715
Humana Insurance Company,AA,K,95,1715
Humana Insurance Company,AA,K,96,1715
Humana Insurance Company,AA,K,97,1715
Humana Insurance Company,AA,K,98,1715
Humana Insurance Company,AA,K,99+,1715
Humana Insurance Company,AA,L,> 65,3307
Humana Insurance Company,AA,L,65,1323
Humana Insurance Company,AA,L,66,1368
Humana Insurance Company,AA,L,67,1422
Humana Insurance Company,AA,L,68,1479
Humana Insurance Company,AA,L,69,1530
Humana Insurance Company,AA,L,70,1582
Humana Insurance Company,AA,L,71,1636
Humana Insurance Company,AA,L,72,1692
Humana Insurance Company,AA,L,73,1749
Humana Insurance Company,AA,L,74,1809
Humana Insurance Company,AA,L,75,1871
Humana Insurance Company,AA,L,76,1935
Humana Insurance Company,AA,L,77,2001
Humana Insurance Company,AA,L,78,2061
Humana Insurance Company,AA,L,79,2111
Humana Insurance Company,AA,L,80,2162
Humana Insurance Company,AA,L,81,2215
Humana Insurance Company,AA,L,82,2268
Humana Insurance Company,AA,L,83,2324
Humana Insurance Company,AA,L,84,2380
Humana Insurance Company,AA,L,85,2438
Humana Insurance Company,AA,L,86,2438
Humana Insurance Company,AA,L,87,2438
Humana Insurance Company,AA,L,88,2438
Humana Insurance Company,AA,L,89,2438
Humana Insurance Company,AA,L,90,2438
Humana Insurance Company,AA,L,91,2438
Humana Insurance Company,AA,L,92,2438
Humana Insurance Company,AA,L,93,2438
Humana Insurance Company,AA,L,94,2438
Humana Insurance Company,AA,L,95,2438
Humana Insurance Company,AA,L,96,2438
Humana Insurance Company,AA,L,97,2438
Humana Insurance Company,AA,L,98,2438
Humana Insurance Company,AA,L,99+,2438
Humana Insurance Company,AA,M,> 65,NA
Humana Insurance Company,AA,M,65,NA
Humana Insurance Company,AA,M,66,NA
Humana Insurance Company,AA,M,67,NA
Humana Insurance Company,AA,M,68,NA
Humana Insurance Company,AA,M,69,NA
Humana Insurance Company,AA,M,70,NA
Humana Insurance Company,AA,M,71,NA
Humana Insurance Company,AA,M,72,NA
Humana Insurance Company,AA,M,73,NA
Humana Insurance Company,AA,M,74,NA
Humana Insurance Company,AA,M,75,NA
Humana Insurance Company,AA,M,76,NA
Humana Insurance Company,AA,M,77,NA
Humana Insurance Company,AA,M,78,NA
Humana Insurance Company,AA,M,79,NA
Humana Insurance Company,AA,M,80,NA
Humana Insurance Company,AA,M,81,NA
Humana Insurance Company,AA,M,82,NA
Humana Insurance Company,AA,M,83,NA
Humana Insurance Company,AA,M,84,NA
Humana Insurance Company,AA,M,85,NA
Humana Insurance Company,AA,M,86,NA
Humana Insurance Company,AA,M,87,NA
Humana Insurance Company,AA,M,88,NA
Humana Insurance Company,AA,M,89,NA
Humana Insurance Company,AA,M,90,NA
Humana Insurance Company,AA,M,91,NA
Humana Insurance Company,AA,M,92,NA
Humana Insurance Company,AA,M,93,NA
Humana Insurance Company,AA,M,94,NA
Humana Insurance Company,AA,M,95,NA
Humana Insurance Company,AA,M,96,NA
Humana Insurance Company,AA,M,97,NA
Humana Insurance Company,AA,M,98,NA
Humana Insurance Company,AA,M,99+,NA
Humana Insurance Company,AA,N,> 65,3819
Humana Insurance Company,AA,N,65,1528
Humana Insurance Company,AA,N,66,1580
Humana Insurance Company,AA,N,67,1643
Humana Insurance Company,AA,N,68,1708
Humana Insurance Company,AA,N,69,1767
Humana Insurance Company,AA,N,70,1827
Humana Insurance Company,AA,N,71,1889
Humana Insurance Company,AA,N,72,1953
Humana Insurance Company,AA,N,73,2020
Humana Insurance Company,AA,N,74,2089
Humana Insurance Company,AA,N,75,2161
Humana Insurance Company,AA,N,76,2234
Humana Insurance Company,AA,N,77,2311
Humana Insurance Company,AA,N,78,2380
Humana Insurance Company,AA,N,79,2438
Humana Insurance Company,AA,N,80,2497
Humana Insurance Company,AA,N,81,2558
Humana Insurance Company,AA,N,82,2620
Humana Insurance Company,AA,N,83,2684
Humana Insurance Company,AA,N,84,2749
Humana Insurance Company,AA,N,85,2816
Humana Insurance Company,AA,N,86,2816
Humana Insurance Company,AA,N,87,2816
Humana Insurance Company,AA,N,88,2816
Humana Insurance Company,AA,N,89,2816
Humana Insurance Company,AA,N,90,2816
Humana Insurance Company,AA,N,91,2816
Humana Insurance Company,AA,N,92,2816
Humana Insurance Company,AA,N,93,2816
Humana Insurance Company,AA,N,94,2816
Humana Insurance Company,AA,N,95,2816
Humana Insurance Company,AA,N,96,2816
Humana Insurance Company,AA,N,97,2816
Humana Insurance Company,AA,N,98,2816
Humana Insurance Company,AA,N,99+,2816
Lumico Life Insurance Company,AA,A,> 65,5162
Lumico Life Insurance Company,AA,A,65,1291
Lumico Life Insurance Company,AA,A,66,1291
Lumico Life Insurance Company,AA,A,67,1291
Lumico Life Insurance Company,AA,A,68,1330
Lumico Life Insurance Company,AA,A,69,1369
Lumico Life Insurance Company,AA,A,70,1410
Lumico Life Insurance Company,AA,A,71,1452
Lumico Life Insurance Company,AA,A,72,1497
Lumico Life Insurance Company,AA,A,73,1541
Lumico Life Insurance Company,AA,A,74,1587
Lumico Life Insurance Company,AA,A,75,1643
Lumico Life Insurance Company,AA,A,76,1701
Lumico Life Insurance Company,AA,A,77,1760
Lumico Life Insurance Company,AA,A,78,1822
Lumico Life Insurance Company,AA,A,79,1886
Lumico Life Insurance Company,AA,A,80,1952
Lumico Life Insurance Company,AA,A,81,2020
Lumico Life Insurance Company,AA,A,82,2091
Lumico Life Insurance Company,AA,A,83,2164
Lumico Life Insurance Company,AA,A,84,2240
Lumico Life Insurance Company,AA,A,85,2319
Lumico Life Insurance Company,AA,A,86,2400
Lumico Life Insurance Company,AA,A,87,2484
Lumico Life Insurance Company,AA,A,88,2571
Lumico Life Insurance Company,AA,A,89,2660
Lumico Life Insurance Company,AA,A,90,2753
Lumico Life Insurance Company,AA,A,91,2850
Lumico Life Insurance Company,AA,A,92,2950
Lumico Life Insurance Company,AA,A,93,3053
Lumico Life Insurance Company,AA,A,94,3160
Lumico Life Insurance Company,AA,A,95,3270
Lumico Life Insurance Company,AA,A,96,3385
Lumico Life Insurance Company,AA,A,97,3503
Lumico Life Insurance Company,AA,A,98,3626
Lumico Life Insurance Company,AA,A,99+,3752
Lumico Life Insurance Company,NA,B,> 65,NA
Lumico Life Insurance Company,NA,B,65,NA
Lumico Life Insurance Company,NA,B,66,NA
Lumico Life Insurance Company,NA,B,67,NA
Lumico Life Insurance Company,NA,B,68,NA
Lumico Life Insurance Company,NA,B,69,NA
Lumico Life Insurance Company,NA,B,70,NA
Lumico Life Insurance Company,NA,B,71,NA
Lumico Life Insurance Company,NA,B,72,NA
Lumico Life Insurance Company,NA,B,73,NA
Lumico Life Insurance Company,NA,B,74,NA
Lumico Life Insurance Company,NA,B,75,NA
Lumico Life Insurance Company,NA,B,76,NA
Lumico Life Insurance Company,NA,B,77,NA
Lumico Life Insurance Company,NA,B,78,NA
Lumico Life Insurance Company,NA,B,79,NA
Lumico Life Insurance Company,NA,B,80,NA
Lumico Life Insurance Company,NA,B,81,NA
Lumico Life Insurance Company,NA,B,82,NA
Lumico Life Insurance Company,NA,B,83,NA
Lumico Life Insurance Company,NA,B,84,NA
Lumico Life Insurance Company,NA,B,85,NA
Lumico Life Insurance Company,NA,B,86,NA
Lumico Life Insurance Company,NA,B,87,NA
Lumico Life Insurance Company,NA,B,88,NA
Lumico Life Insurance Company,NA,B,89,NA
Lumico Life Insurance Company,NA,B,90,NA
Lumico Life Insurance Company,NA,B,91,NA
Lumico Life Insurance Company,NA,B,92,NA
Lumico Life Insurance Company,NA,B,93,NA
Lumico Life Insurance Company,NA,B,94,NA
Lumico Life Insurance Company,NA,B,95,NA
Lumico Life Insurance Company,NA,B,96,NA
Lumico Life Insurance Company,NA,B,97,NA
Lumico Life Insurance Company,NA,B,98,NA
Lumico Life Insurance Company,NA,B,99+,NA
Lumico Life Insurance Company,NA,C,> 65,NA
Lumico Life Insurance Company,NA,C,65,NA
Lumico Life Insurance Company,NA,C,66,NA
Lumico Life Insurance Company,NA,C,67,NA
Lumico Life Insurance Company,NA,C,68,NA
Lumico Life Insurance Company,NA,C,69,NA
Lumico Life Insurance Company,NA,C,70,NA
Lumico Life Insurance Company,NA,C,71,NA
Lumico Life Insurance Company,NA,C,72,NA
Lumico Life Insurance Company,NA,C,73,NA
Lumico Life Insurance Company,NA,C,74,NA
Lumico Life Insurance Company,NA,C,75,NA
Lumico Life Insurance Company,NA,C,76,NA
Lumico Life Insurance Company,NA,C,77,NA
Lumico Life Insurance Company,NA,C,78,NA
Lumico Life Insurance Company,NA,C,79,NA
Lumico Life Insurance Company,NA,C,80,NA
Lumico Life Insurance Company,NA,C,81,NA
Lumico Life Insurance Company,NA,C,82,NA
Lumico Life Insurance Company,NA,C,83,NA
Lumico Life Insurance Company,NA,C,84,NA
Lumico Life Insurance Company,NA,C,85,NA
Lumico Life Insurance Company,NA,C,86,NA
Lumico Life Insurance Company,NA,C,87,NA
Lumico Life Insurance Company,NA,C,88,NA
Lumico Life Insurance Company,NA,C,89,NA
Lumico Life Insurance Company,NA,C,90,NA
Lumico Life Insurance Company,NA,C,91,NA
Lumico Life Insurance Company,NA,C,92,NA
Lumico Life Insurance Company,NA,C,93,NA
Lumico Life Insurance Company,NA,C,94,NA
Lumico Life Insurance Company,NA,C,95,NA
Lumico Life Insurance Company,NA,C,96,NA
Lumico Life Insurance Company,NA,C,97,NA
Lumico Life Insurance Company,NA,C,98,NA
Lumico Life Insurance Company,NA,C,99+,NA
